smiles,name,drugname,description,drugbank_id,PubChem_CID
[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,Bismuth subnitrate,Bismuth Subnitrate,"This compound is composed of bismuth and nitrate ions, along with hydroxide groups. It's typically presented as a white or yellowish powder and is known for its astringent properties. Bismuth subnitrate is often used in medicinal preparations to treat gastrointestinal disorders due to its protective, soothing effect on the stomach lining, and has antibacterial properties, making it useful in wound dressings.",DB13209,
[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,Strontium ranelate,Strontium ranelate,"Strontium ranelate, a strontium (II) salt of ranelic acid, is a medication for osteoporosis. Some reports have shown that strontium ranelate can slow down the progression of osteoarthritis of the knee. This agent presents an atypical mechanism of action in which it increases deposition of new bone by osteoblasts and, simultaneously, reduces the resorption of bone by osteoclasts. It is therefore promoted as a ""dual action bone agent"" (DABA) indicated for use in treatment of severe osteoporosis.  Furthermore, various clinical studies demonstrate the ability of strontium ranelate to improve and strengthen intrinsic bone tissue quality and microarchitecture in osteoporosis by way of a number of cellular and microstructural changes by which anti-fracture efficacy is enhanced.  Available for prescription use for a time in some parts of the world as Protelos (strontium ranelate) 2 g granules for oral suspension by Servier, it was ultimately discontinued in 2016-2017 owing to an increased adverse cardiac effects profile along with increased risk of venous thromboembolism (VTE) and various life threatening allergic reactions.",DB09267,6918182.0
[Tc+].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-],Technetium Tc-99m sestamibi,Technetium (99mTc) sestamibi,"Technetium Tc-99m sestamibi (commonly sestamibi) is a pharmaceutical agent used in nuclear medicine imaging. The drug is a coordination complex consisting of the radioisotope technetium-99m bound to six methoxyisobutylisonitrile (MIBI) ligands, hence the name sesta (6) MIBI.. Following intravenous injection of the drug, Technetium Tc-99m sestamibi is taken up by the myocardium, parathyroid, and/or breast tissue. The mechanism by which sestamibi localizes to these tissues has not been established. Single photon emission computed tomography (SPECT) is then performed to detect the gamma ray emmitted by the decay of Technetium-99m to Technetium-99.  Currently available within a preparation kit for injection, Technetium Tc 99m Sestamibi is indicated for: 1) detecting coronary artery disease by localizing myocardial ischemia (reversible defects) and infarction (non-reversible defects); and 2) evaluating myocardial function and developing information for use in patient management decisions.",DB09161,22617237.0
[Zn++].[O-]C(=O)C1=CC=CC=N1.[O-]C(=O)C1=CC=CC=N1,Zinc picolinate,Zinc Picolinate,Zinc picolinate is a zinc salt of picolinic acid. It is available as OTC dietary supplements as a source of zinc to treat and prevent zinc deficiency. The absorption of zinc after oral administration of zinc picolinate is shown to be effective.,DB11175,9904746.0
[Zn],Zinc,Zinc,"Zinc is a metallic element represented by the symbol Zn and atomic number 30. It is a bluish-silver, lustrous metal used extensively in galvanizing (coating iron and steel to protect against rust), die casting alloys, and various household products. Zinc is also essential for biological functions; it is a vital trace element necessary for the proper function of the immune system, enzyme processes, and cellular repair.",DB01593,23994.0
CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C,Lycopene,Lycopene,"Lycopene is a naturally occurring red carotenoid pigment that is responsible for red to pink colors seen in tomatoes, pink grapefruit, and other foods. Having a chemical formula of C40H56, lycopene is a tetraterpene assembled from eight isoprene units that are solely composed of carbon and hydrogen. Lycopene may undergo extensive isomerization that allows 1056 theoretical cis-trans configurations; however, the all-trans configuration of lycopene is the most predominant isomer found in foods that gives the red hue. Lycopene is a non-essential human nutrient that is classified as a non-provitamin A carotenoid pigment since it lacks a terminal beta-ionone ring and does not mediate vitamin A activity. However, lycopene is a potent antioxidant molecule that scavenges reactive oxygen species (ROS) singlet oxygen. Tomato lycopene extract is used as a color additive in food products.",DB11231,446925.0
CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,Cilastatin,Cilastatin,"Cilastatin is an inhibitor of renal dehydropeptidase, an enzyme responsible for both the metabolism of thienamycin beta-lactam antibiotics as well as conversion of leukotriene D4 to leukotriene E4. Since the antibiotic, [imipenem], is one such antibiotic that is hydrolyzed by dehydropeptidase, cilastatin is used in combination with imipenem to prevent its metabolism. The first combination product containing both drugs was approved by the FDA in November of 1985 under the trade name Primaxin, marketed by Merck & Co. A newer triple-drug product was approved in July 2019 under the trade name Recarbrio which also contains [relebactam].",DB01597,6435415.0
CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,Icosapent ethyl,Icosapent Ethyl,Icosapent ethyl or ethyl eicosapentaenoic acid is a synthetic derivative of the omega-3 fatty acid eicosapentaenoic acid (EPA). It is used as an adjunct therapy for severe hypertriglyceridemia (TG levels > 500 mg/dL) and to reduce the risk of cardiovascular events in certain patients with elevated triglycerides.,DB08887,9831415.0
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,Doconexent,Doconexent,"Doconexent is used as a high-docosahexaenoic acid (DHA) supplement. DHA is a 22 carbon chain with 6 cis double bonds with anti-inflammatory effects. It can be biosythesized from alpha-linolenic acid or commercially manufactured from microalgae. It is an omega-3 fatty acid and primary structural component of the human brain, cerebral cortex, skin, and retina thus plays an important role in their development and function. The amino-phospholipid DHA is found at a high concentration across several brain subcellular fractions, including nerve terminals, microsomes, synaptic vesicles, and synaptosomal plasma membranes.",DB03756,445580.0
CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,Dosulepin,Dosulepin,"Dosulepin (INN, BAN) formerly known as dothiepin (USAN), is a tricyclic antidepressant with anxiolytic properties that is used in several European and South Asian countries, as well as Australia, South Africa, and New Zealand. It is not FDA-approved due to low therpeutic index and significant toxicity in overdose. Dosulepin inhibits the reuptake of biogenic amines, increasing available neurotransmitter levels at the synaptic cleft. The use of dosulepsin is only recommended in patients who are intolerant or unresponsive to alternative antidepressant therapies. Dosulepsin is a thio derivative of [DB00321] with a similar efficacy to that of [DB00321], and also exhibits anticholinergic, antihistamine and central sedative properties. Its hydrochloride form is a common active ingredient in different drug formulations.",DB09167,5284550.0
CN\C(NCC1=CC=CC=C1)=N/C,Bethanidine,Bethanidine,A guanidinium antihypertensive agent that acts by blocking adrenergic transmission.,DB00217,2368.0
COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1,Zucapsaicin,Zucapsaicin,"Zucapsaicin, the cis-isomer of capsaicin, is a topical analgesic used to treat osteoarthritis of the knee and other neuropathic pain. It is a modulator of transient receptor potential cation channel subfamily V member 1 (TRPV-1), also known as the vanilloid or capsaicin receptor 1, that reduces pain and improves articular functions. Zucapsaicin has also been evaluated for the management of several conditions manifested by chronic nerve pain. These conditions include herpes simplex (HSV) infections, cluster headaches, migraine, and osteoarthritis of the knee.",DB09120,1548942.0
COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,Ubidecarenone,Ubidecarenone,"Ubidecarenone, also called coenzyme Q10, is a 1,4-benzoquinone. From its name (Q10), the Q refers to the constitutive quinone group, and 10 is related to the number of isoprenyl subunits in its tail. It is a powerful antioxidant, a lipid-soluble and essential cofactor in mitochondrial oxidative phosphorylation. The ubidecarenone is the coenzyme destined for mitochondrial enzyme complexes involved in oxidative phosphorylation in the production of ATP. It is fundamental for cells that have a high metabolic demand. Ubidecarenone is sold as a dietary supplement and is not FDA approved as a drug - it is not meant to treat, cure or prevent any disease. FDA does not approve this dietary supplements before sold nor regulate the manufacturing process.",DB09270,5281915.0
C\C(N(CC1=CN=C(C)N=C1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1,Benfotiamine,benfotiamine,"Benfotiamine has been investigated for the treatment and prevention of Diabetic Nephropathy and Diabetes Mellitus, Type 2.",DB11748,3032771.0
C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,Parthenolide,parthenolide,Parthenolide has been used in trials studying the diagnostic of Allergic Contact Dermatitis.,DB13063,6473881.0
ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,Oxiconazole,Oxiconazole,"Oxiconazole is only found in individuals that have used or taken this drug. It is an antifungal medication typically administered in a cream or lotion to treat skin infections such as athlete's foot, jock itch and ringworm. Oxiconazole inhibits ergosterol biosynthesis, which is required for cytoplasmic membrane integrity of fungi. It acts to destabilize the fungal cyctochrome P450 51 enzyme (also known as Lanosterol 14-alpha demethylase). This is vital in the cell membrance structure of the fungus. Its inhibition leads to cell lysis. Oxiconazole has also been shown in inhibit DNA synthesis and suppress intracellular concentrations of ATP. Like other imidazole antifungals, Oxiconazole can increase membrane permeability to zinc, augmenting its cytotoxicity.",DB00239,5353853.0
NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,Dinoprost tromethamine,Dinoprost tromethamine,"The tromethamine (THAM) salt of the naturally occurring prostaglandin F2 alpha, dinoprost tromethamine occurs as a white to off-white, very hygroscopic, crystalline powder. Dinoprost tromethamine may also be known as dinoprost trometamol, PGF2 alpha THAM, or prostaglandin F2 alpha tromethamine.",DB01160,5282415.0
NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,Ethanolamine oleate,Ethanolamine Oleate,"Ethanolamine Oleate is a synthetic preparation of oleic acid and ethanolamine, a first generation monoethanolamine with sclerotherapeutic activity. Ethanolamine oleate causes an acute, dose-related inflammatory reaction of the intimal endothelium of the vein. This leads to scarring at the inner wall of the veins and possible occlusion of the veins. The oleic acid component may also transiently activate coagulation and fibrinolytic systems through the release of tissue factor and activation of Hageman factor.",DB06689,5282489.0
OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Dexchlorpheniramine maleate,Dexchlorpheniramine Maleate,"Dexchlorpheniramine Maleate is the maleate salt form of dexchlorpheniramine, an alkylamine, and first-generation histamine antagonist with anti-allergic activity. Dexchlorpheniramine maleate competitively blocks H1 receptors, thereby preventing the actions of histamine on bronchial smooth muscle, capillaries and gastrointestinal (GI) smooth muscle. This prevents histamine-induced bronchoconstriction, vasodilation, increased capillary permeability, and GI smooth muscle spasms.",DB09555,5281070.0
OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)[O-],Carboprost tromethamine,Carboprost tromethamine,Carboprost tromethamine is the tromethamine salt of carboprost. It is used as an abortifacient agent that is effective in both the first and second trimesters of pregnancy. It has a role as an oxytocic and an abortifacient. It contains a carboprost(1-) and a member of Htris.,DB00429,45266502.0
[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,Ceftobiprole,Ceftobiprole,"Ceftobiprole is a cephalosporin antibiotic with activity against methicillin-resistant Staphylococcus aureus. It was discovered by Basilea Pharmaceutica and is being developed by Johnson & Johnson Pharmaceutical Research and Development. Ceftobiprole is the first cephalosporin to demonstrate clinical efficacy in patients with infections due to methicillin-resistant staphylococci and, if approved by regulatory authorities, is expected to be a useful addition to the armamentarium of agents for the treatment of complicated skin infections and pneumonia.",DB04918,12993649.0
[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,Moxidectin,Moxidectin,"Moxidectin is a potent, broad-spectrum endectocide (antiparasitic that is active against endo- and ecto-parasites) with activity against nematodes, insects, and acari. It was first used in cattle followed by an approved use in general animals. It is a semi-synthetic methoxine derivative of nemadectin which is a 16-member pentacyclic lactone of the milbemycin class. Moxidectin differs by the absence of a disaccharide moiety on carbon 13, a substituted olefinic side chain at carbon 25 and a unique methoxime moiety at carbon 23. Due to these modifications, moxidectin is classified as a second generation macrocyclic lactone.",DB11431,
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,Cefmenoxime,cephalosporin antibiotic,"A cephalosporin antibiotic that is administered intravenously or intramuscularly. It is active against most common gram-positive and gram-negative microorganisms, is a potent inhibitor of Enterobacteriaceae, and is highly resistant to hydrolysis by beta-lactamases. The drug has a high rate of efficacy in many types of infection and to date no severe side effects have been noted.",DB00267,9570757.0
[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,Cefpirome,Cefpirome,"Cefpirome is a semisynthetic, broad-spectrum, fourth-generation cephalosporin with antibacterial activity. Cefpirome binds to and inactivates penicillin-binding proteins (PBPs) located on the inner membrane of the bacterial cell wall. PBPs are enzymes involved in the terminal stages of assembling the bacterial cell wall and in reshaping the cell wall during growth and division. Inactivation of PBPs interferes with the cross-linkage of peptidoglycan chains necessary for bacterial cell wall strength and rigidity. This results in the weakening of the bacterial cell wall and causes cell lysis.",DB13682,
[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,Flupentixol,Flupentixol,"Flupentixol is an antipsychotic drug of the thioxanthene group. It exists in two geometric isomers, the trans(E) and pharmacologically active cis(Z) forms. Flupentixol decanoate is one of the active ingredients found in injectable drug formulations: it is produced by esterification of cis(Z)鈥恌lupentixol with decanoic acid. Flupentixol is an antagonist of both D1 and D2 dopamine receptors. Available as oral tablets or long-acting intramuscular injections, flupentixol is marketed under brand names such as Depixol and Fluanxol.",DB00875,5281881.0
